identifiant;titre
7713;Un portrait crayon
9099;Abstraction
9100;Miss Bordeaux
9255;Vierge
9703;Médaille de l'Université de Bordeaux
6010;Solitude
6011;Régates
6012;Pins
857;Femme au torse nu
8792;Pastorale
8793;Paysage
8794;Le berger
8795;Hommage à Théocrite
8796;Le matin
8797;Saint François d'Assise
8798;Vénus noire
8799;La cathédrale aux deux anges
8800;Le vacher
8801;Vénus blanche
8802;La joueuse de guitare
8803;Le jardin
8804;La cathédrale
8805;La chanson des rues
8806;Le paysage vert
8807;Le cheval (tapisserie)
8808;Chartres (tapisserie)
9713;Image sans titre
9714;Image sans titre
9715;Image sans titre
4154;Figure (Portrait de fillette)
4155;Figure
8643;Peinture
7421;Pax (Sculpture)
105;Glaïeuls
106;Fleurs diverses
9101;Peinture
9102;Peinture
9256;Gouache
9257;Gouache
9399;D'un Cimetière
9400;Manèges
9585;Au Pays Basque
9586;Vagues au soleil
9728;Descente de Croix
9729;Voiles
3467;Iles Lofoten (Norvège)
3468;Amsterdam
3469;Basilique de Domrémy
3470;Rollainville (Vosges)
2148;Zinnia
2149;Roses blanches
2150;Roses
2151;Fleurs
2152;Fleurs
4156;Intérieur
4157;Jeune fille
4158;Fleurs
4159;Roses Blanches
4160;Intérieur
4161;Roses sauvages
4162;"Les toits rouges de ""l'Herbe"""
4163;"Dunes de l'Océan au ""Ferret"""
4164;Le voilier
4165;Fresnay-sur-Sarthe (Le Grand Pont)
4166;Fresnay-sur-Sarthe (La rivière)
107;"Une tête de chien-loup ; pastel"
108;Une petite tête de chien
109;Une petite tête de chien
110;Jeunes chats
858;Paysage à Cambes
859;Mare sous bois : Gradignan
860;Paysage à Fronsac
861;Cauterets. Grange de la Reine Hortense
862;Bateaux
863;Zinnias
864;Dessin au crayon
865;Eglise d'Artigues
866;Paysage
1433;Matinée à Cambes
1434;La mare
1435;Impressions
1436;La Tresne
1437;Carrière
1438;La Garonne à Bordeaux
1439;Portrait
1440;Lormont. Impresions
1949;Eléphant (bois sculpté)
1950;Modernisme
2153;Place Mériadeck
2154;Place Mériadeck le soir
2155;La Garonne à Bordeaux
2156;Cours Victor-Hugo
2157;Le port de Taussat
2158;La bateau
2159;Nu
2160;Paysage
2776;Place d'Arlac
2777;Place Mériadeck
2778;Rue du Château-d'Eau
2779;La petite ouvrière
2780;Portrait
2781;Paysage
2782;Portrait
2783;Paysage
2784;Nu
3471;Paysage
3472;Paysage
3473;Paysage
3474;Nature morte
3475;Les poires
3476;Portrait
3477;Portrait
4167;Paysage
4168;Paysage
4169;Nature morte
4170;Portrait
4171;Portrait
4172;Portraits
4173;Portrait
4174;Nature morte
4778;Portrait
4779;Deux enfants
4780;Hôtel du Livran
4781;Le Lavoir
4782;La Charrette
4783;Ponpillac (paysage)
4784;Mon neveu
5430;Portrait
5431;Nu
5432;Paysage
5433;Paysage
5434;Paysage
5435;Paysage
6013;Paysage
6014;Paysage
6015;Paysage
6016;Portrait
6523;Paysage
6524;Nu
6525;Portrait
6526;Portrait
6527;Portrait
7173;Portrait
7174;Portrait
7175;Paysage (Longuyon)
7176;Paysage (Villecloye)
7177;Rêverie
7178;Dans une gare
7179;Distraction
7180;Avec les Marocains
7181;Installation d'un cantonnement
7603;Paysage à Blanquefort
7604;Paysage à Eysines
7605;Paysage à Bruges
7980;Paysage
8433;Nature morte
8951;Composition (gouache)
8952;Composition (gouache)
8976;Nature morte
9258;Paysage
9259;Peinture
9260;Les pins
9261;Les pins
9262;Les poiriers
9401;Peinture
9402;Peinture
9587;Nature morte
9588;Portrait
9730;Peinture
8811;Enfants au bord de la mer (prêté)
5436;Notre-Dame de Paris
5437;Quai d'Anjou (Paris)
3485;"""La ferme"""
5361;La Tenture de roses
5359;Fleurs
7786;Les toits un jour de pluie
8131;Nature morte
8132;Nature morte
8520;Peinture
8660;Manège
8661;Le Chat noir
8662;Foules
8875;Le bonheur de vivre, dans un monde nouveau
9263;Janua Coeli
9264;Tulipes blanches
9265;Fleurs
9266;La chouette
9403;Peinture
9404;Peinture
9731;Peinture
9732;Peinture
4175;La ferme (Médoc)
4176;Impasse Sully à Bordeaux
4177;Automne
4178;Chemin à Beychevelle
4179;Printemps
4180;"""La Mainade"""
4785;La route
4786;Paysage
4787;Paysage
4788;Paysage
4789;Paysage
4790;Bordeaux, le port
4791;Paysage
4792;Paysage
4793;Paysage
4794;Paysage
5438;Etude
5439;Paysage
5440;Le port de Bordeaux
5441;Paysage
5442;Paysage
5443;Marine
5444;Etude
5445;Paysage
5446;Port de Bordeaux
6017;Paysage
6018;Paysage
6019;Paysage
6020;Paysage
6021;Fleurs
6022;Fleurs
6528;Port de Bordeaux
6529;Port de Bordeaux
6530;Paysage
6531;Paysage
6532;Soleils
6533;Paysage
7182;Nature morte
7606;"""1938"""
7607;La Midouze
7608;Mont-de-Marsan
7609;Mont-de-Marsan
8243;Paysage
8244;Paysage
8245;Nature morte
8434;Peinture
8519;Paysage
8663;Nature morte
8876;Clown musicien
8877;Corrida
8977;Peinture
9267;Etude
9268;Nature morte
9269;Etude
9405;Peinture
9406;Aquarelle
9407;Aquarelle
9589;Peinture
9590;Nature morte
9591;Aquarelle
9592;Aquarelle
9733;Nature morte
9734;Peinture
9408;Le petit convlescent
9409;La route de Prades (Catliar)
9836;Paysage catalan
9837;Violettes
3478;Nature morte
3479;Tournesols
3480;Fleurs
3481;Fleurs bleues
8379;Composition verte
8511;Tomates sur une table
8644;Femme dans un intérieur
1441;Ombelles
1442;Nu
2161;Nu au bord du lac
2162;La fiasque
2788;Lilas
2789;Femme couchée
111;Falaises du Poste-Vigié (La Ciotat)
112;Chemin de Saint-Jean (La Ciotat)
8633;L'Homme à la bêche
113;Parade de lutteurs
114;Athlètes
115;Lutteurs
8133;Vieille rue de Périgueux
2181;Vieux moulin à Léognan (Gironde)
2182;Sous-bois (Bègles)
2785;Automne (Gradignan)
2786;Ruisseau (Bègles)
2787;Printemps (Gradignan)
4797;Le repas de noce
3482;Nature morte
3483;Paysage (Castelnau-le-Lez)
3484;Lous Sémaillès
645;Etude de nu émaillée
646;Petite tête de faune
647;Etude de nu
648;Presse-livres émaillé-craquelé
649;Moine
1317;Tête de Sioux (moulage)
1318;Tête de faune
1319;"Deux médailles : Extase ; Méditation. 30 fr l'une"
1320;L'Automne (moulage)
1941;Coup de vent
3366;Baccante (terre cuite)
4726;Buste enfant (terre cuite)
4727;Mon ami Lévy
4728;Ali-Baba
4729;"Artaxercès dit ""Le Colonial"""
5292;Buste de M. M. N. (terre cuite)
5293;Quelques esquisses
5849;Tête de bacchante (terre cuite)
5850;"Bas-relief ""La danse"""
2790;Nu de dos
2791;Les Vignes
2792;Ramasseurs de Pommes de terre
1962;Son exposition
2793;Château Ponthier (Uzerche)
2794;Intérieur de la cathédrale (Bordeaux)
2795;Vieille tannerie (Uzerche)
2796;Vieilles maisons (Uzerche)
2797;Marguerites jaunes (nature morte)
2798;Chinoiseries (nature morte)
2799;Cinq petites aquarelles (ovale, rond ou carré), chaque 25 f
116;Le Chemin de l'École
117;Soir d'orage à Gaujac (L.-et-G.)
118;"Portrait de M. A. E… ; dessin"
119;"Portrait de Mlle L. R… ; dessin"
867;La Phalène
868;Dernière matinée de Septembre
869;Paysage maritime à l'Herbe
870;Tryptique
871;Tryptique
872;Au marais
873;Matin de Septembre au Trétin
874;Groupe de chênes à Bouliac
875;Chemin au Vigean
876;Après-midi d'octobre à Bouliac
877;Etude à l'Herbe
878;Nu
879;Nu
880;Aquarelle
1443;Nocturne
1444;Soir dans la forêt
1445;Sur la dune
1446;La rive
1447;Quatre études, l'une 200 f
1448;Figure
1449;Nu
1450;Torero
2163;Paysage
2164;Fleurs
2165;Nu
2800;Matinée fine
2801;Village maritime
2802;Sur la Dune
2803;Buste de Femme
2804;Bateau
2805;Tamaris
2806;Paysage
2807;Le Ruisseau
2808;Automne
2809;Marée haute
4798;Nu
4799;L'étang
4800;Paysage maritime
4801;Six études
5447;Femme couchée
5448;Paysage
5449;Paysage
6023;Etudes de Printemps à Floirac. Un format n°40
6024;Etudes de Printemps à Floirac. Un tryptique
6025;Etudes de Printemps à Floirac. Format n°10
6026;Etudes de Printemps à Floirac. Format n°10
6027;Etudes de Printemps à Floirac. Format n°10
6028;Etudes de Printemps à Floirac. Format n°10
6534;Esquisse
6535;Nature morte
6536;Nuages sur le pic Léviste
6537;Etude sur la montagne d'Uz
7183;École buissonnière
7184;Place du Pont
7185;Une de l'usine
7186;Paysage
7610;La cigarette
7611;Paysage au marais
7981;Paysage aux environs de Lourdes
7982;Génisse au pâturage
7983;Paysage en Auvergne
1983;Hyde Parc
1984;La serpentine
8616;Danseuse
7023;Le clocher d'Auvillars (Tarn-et-Garonne)
7024;Notre-Dame de Pontoise
7025;Eglise romane de Talmont
7026;Eglise de Vaux
120;Avant l'orage
121;Un coin du Port de la Flotte-en-Ré
122;Maisons de pêcheurs
123;Intérieur d'église (Ars-en-Ré)
124;A Concarneau
3486;La porte du jardin
3487;Les cyprès
3488;Conversation
3489;Le déjeuner à la fenêtre
3490;Dans les champs
3491;Un coin de culture aux huîtres
3492;Aperçu sur le bassin
3493;La porte sur les vignes
3494;Avant printemps
4181;La place du village
4182;Maisons de pêcheurs
4183;Premiers pas
4184;Le port des pêcheurs Biarritz
4185;Dans les champs
4186;Avant printemps
4187;Le chemin vers l'église
4188;La route
4802;Figure
4803;Fleurs
4804;Cordoue
4805;Le Piraillau
4806;Pochade
5450;La Maison du Passeur
5451;Tulipes
5452;Nature morte
5453;Plage
5454;Campagne
6029;Peinture
6030;Peinture
6031;Peinture
6538;Cabaret
7612;Paysage
8435;Peinture
8521;Jeunesse
8664;Station thermale
8878;La coupe aux citrons
8879;Jeune été
8978;Peinture
8979;Peinture
9270;Jeune fille au panier
9410;Peinture
9411;Peinture
9593;Chantier de port
9594;La fenêtre de ma Fille
9735;Eaux calmes
9736;Solitude
7422;Côtes de la Mer Rouge
7423;Gazelle (Dessin rehaussé)
8758;Paysage girondin
2810;Chêne au soleil
2811;Vieille rue à Lurri (Belgique)
2812;Pochade
2813;Pochade
3498;Braderie provençale
3499;Vue sur la campagne (Golfe Juan)
3500;La colline (Golfe Juan)
3501;Moret, Porte de Bourgogne
3502;Frandole carnavalesque
4189;Intérieur
4190;Maison au Golfe-Juan
4191;Les mimosas en fleurs
4192;Les renoncules
4193;Bal sur les Allées à Cannes
3503;La robe
3504;Etude
3505;L'horloger
3506;Le marché à Bienne (Suisse)
3507;La lecture
3508;Le livre d'images
3509;Portrait
3510;Soucis ménagers
3511;L'arbre mort
3512;Petite rue à Meyssac
3513;A l'île de Saint-Pierre
3514;Au bord du lac
3515;Fleurs
3516;La sieste
4194;Portrait
4195;La linotte
4196;Etude
4197;Le Marché (Suisse)
4198;Portrait au chapeau
4199;Un coin
4200;Temps orageux
4201;Automne
4202;Vieille rue à Meyssac
4203;Matin au bord du lac
4204;Garonne
4205;Le pré
4807;Portrait au bonnet rouge
4808;Portrait (l'écolière)
4809;Portrait (dame en noir)
4810;Etude
4811;Ma maman
4812;La fenêtre de grand maman
4813;Etude
4814;Charly (pochade)
4815;Victoire
4816;Portrait
4817;L'horloger (Suisse)
5455;Portrait
5456;Portrait
5457;Portrait
5458;Portrait de Mlle R.
5459;Portrait de Mme B.
5460;Devant la fenêtre
5461;La Pochade (dans le bois)
5462;Portrait de M. R.
5463;Portrait
5464;Portrait
5465;Etude
6032;Le coin de Uraman
6033;Automne
6034;Portrait de M. H.
6035;Portrait Renée
6036;Portrait
6037;Sur le balcon
6539;Monsieur V…, portrait
6540;Madame B.., portrait
6541;Madame H…, portrait
6542;Maman, portrait
6543;Emile, portrait
6544;La lecture
6545;Pochade
6546;Etude
6547;Roses tristes
6548;Roses claires
6549;Du printemps sous ma fenêtre
6550;Coquelicots et livre
6551;Coquelicots
7187;Portrait
7188;Portrait
7189;Portrait
7190;Portrait
7787;Portrait
7788;Portrait
7789;Portrait
7790;Portrait
4818;Fruits
4819;Le Fort-Saint-Ange
4820;La Villa Médicis
8513;Asile de Saint-Paul
9134;Fleurs (1946)
9135;Marine d'hiver I (1948)
9136;Marine d'hiver II (1948)
9137;Nature morte à la cage (1948)
9138;Le piège (1948)
1451;Melon, poire et raisins
1452;La Seine sous la neige
2814;Tulipes
2815;La Barrière
2816;Le Bois de Boulogne
2817;Marine
4206;Bouquet de tulipes sur fond bleu
4207;Jeune femme assise
4821;Nice
4822;Auteuil
5330;Paysage du Poitou
125;La Chambre bleue
126;Village au temps gris
127;La fenêtre
128;Solitude
129;Le matin
130;Vieux châteaux d'Uzerche
131;Coquelicots
1305;Pivoines
1306;Le pont
1307;Le clocher
1308;Poteries
1309;Renoncules
1310;Dans le jardin
1311;La tonnelle
659;Carlegle. Un cadre contenant six compositions pour Lysistrata d'Aristophane
660;"Joseph Hemard. Un cadre contenant huit compositions pour ""Cyrano de Bergerac"" d'Edmond Rostand"
661;Joseph Hemard. Un cadre contenant six compositions pour Boubouroche de Courteline
662;Gerda Wegener. Un cadre contenant six compositions pour les Contes de La Fontaine
7027;La Vézère
7028;Le port de Cassis
7029;Le pavillon au bord de l'eau
7030;Le vieux moulin
7031;Une calanque à Cassis
2166;Jeune Anglaise
2167;Les lis
2168;Les anémones
2169;Fleurs de Printemps
2170;Pois de senteur
7791;Les Zinnias
7792;Printemps en Charente
8134;La ferme saintongeaise
8135;Vieil escalier en Saintonge
8847;Intérieur
8848;Nature morte
4823;Nature morte
4824;Ex-Voto
2171;Figure de femme assise
2172;Branche de fruits
2173;Idylle
2174;Bord du bassin (Arcachon), temps orageux
2175;Sous le pommier
2176;Figure d'homme
6454;Mon fils (1904)
6455;Mon fils (1909)
6456;La passante (1910)
6457;Paysage du soir (1912)
6458;Les fiançailles (1912)
6459;Esquisse du plafond du Grand-Théâtre (1913)
6460;La digue du Claouey
6461;Conciliabule (1928)
6462;Le jeune homme assis (1928)
6463;Aveu (1929)
6464;Le savant (1930)
6465;L'attente (1931)
6466;Deux femmes (1931)
6467;Femme courbée (1931)
6468;Femme se coiffant (1932)
6469;La jeune fille au château féérique (1933)
6470;Recherche plastique (1933)
6471;Les figures aux papillons (1934)
6472;Orage au four (1935)
6473;L'Espagnole (1935)
6474;Le colloque (1936)
6475;Les apprêts (1937)
6476;La visite (1937)
6477;Le nu aux fruits (1937)
6478;Printemps au four (1936)
6479;Le prince (1937)
6480;Trois têtes (1937)
6481;Trois têtes d'hommes (1938)
6482;L'après-midi d'un faune (1938)
6483;Figure dans un paysage (1938)
7032;Evocation
7495;Le vieux savant
7496;Les apprêts
2177;La flûte de jade
2178;Vers l'abrutissement
132;Vieilles maisons en Corrèze
133;Le pont d'Uzerche
134;Vue d'Uzerche
135;Vieux moulin
136;Une vue en Corrèze
137;Nature morte
138;Nature morte
663;J. Lurcat. Baroques, quatre eaux-fortes coloriées
664;Pascin. Quatre eaux-fortes
665;Christians Tonny. Deux eaux-fortes
666;Max Jacob. Deux lithographies : Nu et Ils se rencontrent médiocrité outre mort
667;G.-L. Roux. Lithographie coloriée
668;Georges Braque. Nature morte : eau-forte
669;Indicateur des chemins de cœur, de Tristan Tzara, avec trois eaux-fortes de Louis Marcoussis (Livre)
6552;Quai Cassis-sur-Mer
6553;Nature morte
6554;Belon
6555;Nu
4825;Léda
4826;Torse
4827;Baigneuse et Satyre
4828;Plage
5466;Artiste et Modèle
5467;Le Modèle
5468;Baigneuse et Satyre n°2
5469;Leda
8964;Peinture
8965;Peinture
9371;Nature morte
1453;Vallon de Labassière
1454;Montgaillard
1455;Au Sarrat de Boun
1456;Cabanes de Gripp
2179;Paysage au Tourmalet (Hautes-Pyrénées)
2180;Vallée de Campan (Hautes-Pyrénées)
2818;Rocamadour (Lot)
2819;Vue du Pic Peyreget (Ossau, Basses-Pyrénées)
3495;Le Cahors (Lot)
3496;Le Pont Valentré à Cahors
3497;Paysage à Bagnères-de-Bigorre
8812;Peinture rythmique
8813;Aphrogénie
8382;Peinture
8515;Composition
7309;Une vitrine céramique de grand feu
7310;Flore (fixé sur verre)
7311;Tête de femme
8049;Une vitrine (Céramiques)
8366;Céramiques
8436;Céramiques
8522;Céramiques
8665;Céramiques
8880;Céramiques
9412;Ensemble de céramiques
7312;Printemps au Guipuzcoa
7313;Les baigneuses
7314;Vera Cruz (Segovia)
7315;Ferme basque
8050;Portrait de Mlle L. C…
8051;Eglise de Macaye (Pays Basque)
8052;Ferme à Macaye
8053;Anémones
4208;Portrait de jeune fille
4209;Paysage andalou (clair de lune)
4210;Scène de sacristie à Séville
7424;Pivoines
9139;Fleurs (1946)
895;Le pont
896;Femme et voilier
897;Les toits
1457;Tête et globe
1458;La rame
2183;Femme et oiseaux
2184;Le palefrenier
5283;L'Espagnole
8386;Paysage de Saint-Guignolé
8613;Paysage
8246;Portail de M. C…
9413;Françoise
9414;La table rouge
9595;La lampe
9596;Au café
9597;Jeune fille
9737;Automne
9738;Fleurs
8136;Toussaint
8523;Peinture
8666;L'Héritière
8667;Adolescent
8881;Maternité
8882;La soupente
8980;L'attente
8981;A la fenêtre
9271;Portraits
650;"Pigeon ; ciment"
6410;Femme foulbée (Afrique occidentale) (bois d'ébène)
6411;Pintade (marbre)
6412;Chat (pierre reconstituée)
7033;Femme Foulbée (Afrique occidentale) (Plâtre)
7034;Femme Foulbée (Afrique occidentale) (Plâtre)
7035;Torse de jeune femme Foulbée (Bois ébène)
7036;Maurice Martin (Plâtre)
7037;Mlle Y. P. Etude (Plâtre)
7038;Mlle Y. (Plâtre)
7039;Ginette (Jeune fille au chapeau) (B. Iroko)
7040;Louisette (Jeune fille à la résille) (B. Iroko)
7041;M. A. (L'homme aux lunettes) (B. Iroko)
7042;Fillette. Etude (B. d'orme)
7043;Petit garçon. Etude (B. d'orme)
7044;Torse de jeune femme (B. Iroko)
7045;Pintade (Marbre)
7046;Chat (B. ébène)
7047;Lapin (B. ébène)
7497;Femme Fellatas (Afrique centrale française) Bois d'ébène
7498;Enfant Foulbé (Afrique centrale française) Bois d'ébène)
7499;Jeune faune (Bois d'orme)
7500;Torse de jeune femme. Etude (Bois d'orme)
7501;Annie. Portrait de fillette (Plâtre)
7502;Tête de Christ. Etude (Bois de chêne)
7503;Ensemble de petites sculptures (Bois de chêne)
7889;Torse de jeune fille (Bois d'iroko)
7890;"Nizette, ""La Jeune fille"", au grand chapeau (Bois d'iroko)"
7891;Christiane (Bois d'ormeau)
7892;Faune (Bois de chêne)
4829;Grand-mère
4830;Nature morte
8385;Nature morte
9372;Nature morte
6038;Espagne. Environs de Durango (Bilbao)
6039;Toledo, et le pont d'Alcantara
6040;Le baie de St-Jean-de-Luz
7316;Le moulin (Lavis et Plume)
7317;Hiver en Dordogne (Lavis et Plume)
7318;La Lidoire (Lavis et Plume)
7319;Le chêne-liège
7320;Le chien seul
7321;Capitourlan
7322;La chapelle de la Vierge
7323;Ex-Libris (Burin et bois)
8247;Eté (burin)
8248;Le groupe d'arbres (pointe sèche)
8441;Les deux pêcheurs (eau forte)
8442;Les prairies à contre-jour (eau forte), sans les cadres
8524;Toits et jardins
8525;Coquillages sur la plage
6556;La cathédrale de Rodez
6557;Chaumes
6558;Pont de la Gascarie, Rodez
6559;St-Georges-de-Luzençon
6560;La Rodelle, Aveyron
6561;Paysage aveyronnais
1459;A COMPLETER ?
1460;A COMPLETER ?
2185;Femme en combinaison rose
